真实值_第1小时,预测值_第1小时,真实值_第2小时,预测值_第2小时,真实值_第3小时,预测值_第3小时
4.4,4.4375896,4.5,4.4449205,4.4,4.425631
4.5,4.3632445,4.4,4.361427,4.4,4.3415976
4.4,4.43347,4.4,4.4374647,4.4,4.412825
4.4,4.3670335,4.4,4.3656964,4.3,4.3430176
4.4,4.380534,4.3,4.381895,4.3,4.3620305
4.3,4.321356,4.3,4.325908,4.3,4.3161716
4.3,4.251728,4.3,4.2519064,4.5,4.251496
4.3,4.253192,4.5,4.271725,4.6,4.2867007
4.5,4.261372,4.6,4.274777,4.6,4.287749
4.6,4.457799,4.6,4.5106597,4.7,4.5336742
4.6,4.5006895,4.7,4.5055885,4.7,4.4824677
4.7,4.600588,4.7,4.5999126,4.6,4.5660663
4.7,4.5836444,4.6,4.5712614,4.6,4.5260186
4.6,4.572951,4.6,4.5559278,4.5,4.504441
4.6,4.5046763,4.5,4.4940395,4.4,4.4504786
4.5,4.4796815,4.4,4.470278,4.4,4.4280787
4.4,4.398176,4.4,4.3902473,4.4,4.355539
4.4,4.3453054,4.4,4.340184,4.4,4.3163614
4.4,4.3244133,4.4,4.340328,4.4,4.3335276
4.4,4.3795676,4.4,4.4250903,4.5,4.442917
4.4,4.417804,4.5,4.471512,4.5,4.495513
4.5,4.4287367,4.5,4.484029,4.5,4.508261
4.5,4.5046644,4.5,4.5712905,4.5,4.6054587
4.5,4.483177,4.5,4.5207524,4.5,4.52628
4.5,4.4677787,4.5,4.476141,4.5,4.459533
4.5,4.4437404,4.5,4.44987,4.5,4.429095
4.5,4.4425473,4.5,4.447695,4.5,4.4252357
4.5,4.4395638,4.5,4.4435954,4.5,4.4193926
4.5,4.461301,4.5,4.464489,4.5,4.4405656
4.5,4.426321,4.5,4.429509,4.6,4.404847
4.5,4.4280014,4.6,4.4326525,4.6,4.410118
4.6,4.4570794,4.6,4.4935503,4.6,4.503149
4.6,4.4766803,4.6,4.4914217,4.7,4.4757605
4.6,4.561304,4.7,4.592296,4.7,4.587268
4.7,4.553413,4.7,4.550602,4.7,4.5190654
4.7,4.601972,4.7,4.5929303,4.7,4.5489354
4.7,4.603554,4.7,4.5833473,4.7,4.528899
4.7,4.596456,4.7,4.5744724,4.7,4.5180345
4.7,4.5888247,4.7,4.566575,4.7,4.51037
4.7,4.53246,4.7,4.5145655,4.7,4.462714
4.7,4.5191135,4.7,4.5015483,4.7,4.4504356
4.7,4.5635576,4.7,4.541953,4.7,4.487369
4.7,4.582219,4.7,4.5744314,4.7,4.530789
4.7,4.581686,4.7,4.5963173,4.7,4.5764804
4.7,4.597958,4.7,4.6553116,4.8,4.693515
4.7,4.6113577,4.8,4.671632,4.9,4.7084913
4.8,4.6343737,4.9,4.688868,4.9,4.7191486
4.9,4.695875,4.9,4.721633,4.9,4.723691
4.9,4.756799,4.9,4.7605686,4.9,4.745525
4.9,4.7664323,4.9,4.7592134,4.9,4.7301264
4.9,4.7338095,4.9,4.718897,4.9,4.6757865
4.9,4.729082,4.9,4.706665,4.8,4.652361
4.9,4.7548575,4.8,4.731047,4.8,4.6775637
4.8,4.7042627,4.8,4.6818066,4.7,4.626056
4.8,4.677264,4.7,4.6561327,4.7,4.5977674
4.7,4.6259704,4.7,4.610905,4.7,4.5548406
4.7,4.5467243,4.7,4.5367174,4.6,4.49681
4.7,4.571673,4.6,4.574271,4.6,4.5429115
4.6,4.5833178,4.6,4.592343,4.7,4.5621543
4.6,4.500583,4.7,4.503782,4.7,4.4778757
4.7,4.5237107,4.7,4.524315,4.7,4.49938
4.7,4.5940647,4.7,4.5820823,4.7,4.529743
4.7,4.601816,4.7,4.5833297,4.6,4.525069
4.7,4.551421,4.6,4.532607,4.6,4.4782057
4.6,4.54523,4.6,4.5258174,4.6,4.471561
4.6,4.499383,4.6,4.4822507,4.6,4.432576
4.6,4.527243,4.6,4.507549,4.6,4.4576006
4.6,4.45763,4.6,4.4520674,4.6,4.4162674
4.6,4.4986,4.6,4.4963646,4.5,4.465979
4.6,4.5404496,4.5,4.5936184,4.6,4.6073008
4.5,4.5230026,4.6,4.590079,4.7,4.615944
4.6,4.50859,4.7,4.585497,4.8,4.6263185
4.7,4.5606008,4.8,4.6277666,4.8,4.6589937
4.8,4.6466694,4.8,4.693082,4.8,4.7150297
4.8,4.7065587,4.8,4.7126527,4.8,4.696013
4.8,4.669896,4.8,4.6648235,4.7,4.6283417
4.8,4.7079926,4.7,4.692509,4.7,4.645238
4.7,4.6706247,4.7,4.6501245,4.7,4.591602
4.7,4.577306,4.7,4.5564747,4.7,4.5017447
4.7,4.5460424,4.7,4.526721,4.7,4.47403
4.7,4.5205536,4.7,4.5025563,4.7,4.4513884
4.7,4.5202346,4.7,4.502224,4.7,4.451284
4.7,4.502796,4.7,4.494746,4.7,4.458415
4.7,4.5627484,4.7,4.5648546,4.7,4.5342417
4.7,4.608362,4.7,4.6187296,4.8,4.6007566
4.7,4.614728,4.8,4.6160636,4.8,4.5840354
4.8,4.627807,4.8,4.6175733,4.8,4.568534
4.8,4.6948595,4.8,4.672719,4.8,4.6142793
4.8,4.6575217,4.8,4.636822,4.8,4.574647
4.8,4.652048,4.8,4.627913,4.8,4.5643086
4.8,4.6091075,4.8,4.579974,4.7,4.5161037
4.8,4.6127234,4.7,4.584967,4.7,4.52234
4.7,4.6063886,4.7,4.587365,4.7,4.531481
4.7,4.577699,4.7,4.5717545,4.7,4.5284085
4.7,4.566377,4.7,4.6178274,4.8,4.6449847
4.7,4.6234984,4.8,4.7114816,4.9,4.787669
4.8,4.657726,4.9,4.74734,5.0,4.816597
4.9,4.746225,5.0,4.8209467,5.1000004,4.869939
5.0,4.8009973,5.1000004,4.849066,5.1000004,4.8814254
5.1000004,4.873605,5.1000004,4.871274,5.0,4.873996
5.1000004,4.8731174,5.0,4.8526106,5.0,4.8179564
5.0,4.8585777,5.0,4.8310056,5.0,4.784131
5.0,4.8059373,5.0,4.7799897,4.9,4.7285185
5.0,4.7805386,4.9,4.7526426,4.9,4.6972823
4.9,4.753858,4.9,4.722125,4.8,4.662225
4.9,4.682103,4.8,4.6529946,4.8,4.5900545
4.8,4.6800365,4.8,4.6563473,4.7,4.6018744
4.8,4.5978055,4.7,4.6020875,4.7,4.5797753
4.7,4.5717196,4.7,4.630666,4.8,4.675329
4.7,4.5939612,4.8,4.668225,4.8,4.7265663
4.8,4.601524,4.8,4.664566,4.9,4.7004495
4.8,4.6992817,4.9,4.7085943,4.9,4.692135
4.9,4.7291217,4.9,4.709444,4.9,4.652882
4.9,4.7095337,4.9,4.691071,4.9,4.632426
4.9,4.701283,4.9,4.6811666,4.8,4.620838
4.9,4.6830354,4.8,4.6559825,4.8,4.5901475
4.8,4.6763477,4.8,4.6452475,4.7,4.5784116
4.8,4.613514,4.7,4.581495,4.7,4.51754
4.7,4.615576,4.7,4.598933,4.7,4.5469832
4.7,4.514054,4.7,4.58922,4.8,4.6595507
4.7,4.6150007,4.8,4.73194,4.9,4.840306
4.8,4.6783447,4.9,4.7964706,5.1000004,4.8911834
4.9,4.7783303,5.1000004,4.865193,5.1000004,4.9224544
5.1000004,4.823099,5.1000004,4.8816495,5.2,4.919624
5.1000004,4.8794103,5.2,4.8764763,5.1000004,4.8773675
5.2,4.9381604,5.1000004,4.9073973,5.1000004,4.8664804
5.1000004,4.90389,5.1000004,4.8743076,5.0,4.8299427
5.1000004,4.8472004,5.0,4.819149,4.9,4.769963
5.0,4.8223886,4.9,4.7867002,4.8,4.7293763
4.9,4.7560663,4.8,4.719259,4.7,4.656194
4.8,4.6708694,4.7,4.6372504,4.7,4.5680766
4.7,4.614055,4.7,4.595852,4.6,4.540974
4.7,4.5284986,4.6,4.5815554,4.7,4.615512
4.6,4.512649,4.7,4.6040483,4.8,4.6825194
4.7,4.5420218,4.8,4.6411185,4.9,4.710777
4.8,4.6222873,4.9,4.6944723,4.9,4.7297406
4.9,4.699695,4.9,4.7325134,4.9,4.7413874
4.9,4.7404103,4.9,4.7213573,4.8,4.664865
4.9,4.71675,4.8,4.6974273,4.8,4.6375566
4.8,4.7219377,4.8,4.69583,4.8,4.630831
4.8,4.6380124,4.8,4.600991,4.7,4.5300417
4.8,4.612806,4.7,4.5727916,4.7,4.502273
4.7,4.607182,4.7,4.5677505,4.6,4.4990854
4.7,4.5322514,4.6,4.516177,4.6,4.4748726
4.6,4.494664,4.6,4.583764,4.8,4.677193
4.6,4.5549474,4.8,4.690289,4.9,4.826003
4.8,4.630989,4.9,4.7625175,5.0,4.860008
4.9,4.793195,5.0,4.875296,5.1000004,4.923807
5.0,4.832981,5.1000004,4.881429,5.1000004,4.918902
5.1000004,4.8518505,5.1000004,4.8486385,5.1000004,4.849649
5.1000004,4.8859673,5.1000004,4.8639917,5.0,4.829328
5.1000004,4.872168,5.0,4.843868,5.0,4.7966485
5.0,4.8414397,5.0,4.8136826,4.8,4.7636776
5.0,4.808874,4.8,4.7776732,4.8,4.7201715
4.8,4.755307,4.8,4.7171807,4.7,4.652706
4.8,4.6156673,4.7,4.5704727,4.6,4.496059
4.7,4.5964193,4.6,4.5785856,4.5,4.525214
4.6,4.4920645,4.5,4.5649953,4.5,4.6311736
4.5,4.481741,4.5,4.5793633,4.6,4.6585236
4.5,4.4728184,4.6,4.5681973,4.5,4.6301255
4.6,4.457666,4.5,4.514705,4.5,4.532077
4.5,4.5005465,4.5,4.5390053,4.4,4.542306
4.5,4.4109535,4.4,4.412971,4.5,4.391714
4.4,4.413316,4.5,4.4109263,4.4,4.3821926
4.5,4.352374,4.4,4.33863,4.4,4.3109927
4.4,4.402762,4.4,4.394583,4.4,4.3586063
4.4,4.3269315,4.4,4.31494,4.4,4.2846823
4.4,4.3085346,4.4,4.2861247,4.4,4.2520766
4.4,4.315578,4.4,4.304585,4.3,4.2778935
4.4,4.2864575,4.3,4.3385406,4.4,4.368131
4.3,4.4061537,4.4,4.5270243,4.4,4.6194267
4.4,4.38492,4.4,4.4918427,4.5,4.55144
4.4,4.4715867,4.5,4.5670156,4.7,4.6381655
4.5,4.4914465,4.7,4.5833087,4.6,4.6724706
4.7,4.544203,4.6,4.6224027,4.7,4.708525
4.6,4.621461,4.7,4.6623864,4.7,4.694974
4.7,4.602877,4.7,4.631717,4.7,4.639364
4.7,4.632875,4.7,4.6371503,4.6,4.612048
4.7,4.628975,4.6,4.6255507,4.6,4.5883193
4.6,4.6429286,4.6,4.6304774,4.5,4.5835257
4.6,4.496551,4.5,4.479651,4.4,4.4316945
4.5,4.492995,4.4,4.506945,4.3,4.4904623
4.4,4.360108,4.3,4.4299097,4.3,4.4692845
4.3,4.352639,4.3,4.4332604,4.3,4.480101
4.3,4.232878,4.3,4.270651,4.4,4.296598
4.3,4.243664,4.4,4.308947,4.4,4.3539176
4.4,4.2378163,4.4,4.295469,4.4,4.33158
4.4,4.276536,4.4,4.2698383,4.3,4.271093
4.4,4.3086514,4.3,4.2882037,4.3,4.279629
4.3,4.323532,4.3,4.306285,4.3,4.2888317
4.3,4.2630167,4.3,4.22586,4.3,4.1964726
4.3,4.251989,4.3,4.2146096,4.2,4.1830244
4.3,4.2435102,4.2,4.202867,4.2,4.1690736
4.2,4.2460566,4.2,4.214276,4.1,4.1948752
4.2,4.1442637,4.1,4.1854153,4.1,4.2446733
4.1,4.2054777,4.1,4.293746,4.2,4.365882
4.1,4.0856113,4.2,4.111046,4.2,4.1321373
4.2,4.125102,4.2,4.197352,3.8999999,4.2465076
4.2,4.270309,3.8999999,4.3425875,4.2,4.4123564
3.8999999,4.2517257,4.2,4.3143344,4.2,4.367966
4.2,4.217736,4.2,4.296061,4.2,4.3543725
4.2,4.1690984,4.2,4.1606994,4.4,4.1588817
4.2,4.1836424,4.4,4.1584845,4.7,4.143998
4.4,4.270665,4.7,4.309481,4.9,4.3640223
4.7,4.4057527,4.9,4.469402,4.9,4.501621
4.9,4.690579,4.9,4.67262,4.8,4.6538253
4.9,4.719379,4.8,4.752461,4.8,4.7871923
4.8,4.670265,4.8,4.7400336,4.9,4.8000927
4.8,4.693067,4.9,4.773419,4.9,4.8132954
4.9,4.7079144,4.9,4.7667003,5.0,4.7867494
4.9,4.780205,5.0,4.804686,4.9,4.8262367
5.0,4.6998672,4.9,4.7157855,4.9,4.718584
4.9,4.766185,4.9,4.750279,5.0,4.714333
4.9,4.72613,5.0,4.701799,4.9,4.646318
5.0,4.682985,4.9,4.661542,4.8,4.601828
4.9,4.760622,4.8,4.7356167,4.8,4.6820397
4.8,4.692243,4.8,4.6621466,4.7,4.5976686
4.8,4.617131,4.7,4.5765095,4.7,4.5071416
4.7,4.5638714,4.7,4.6358,4.7,4.7236447
4.7,4.5544596,4.7,4.686803,4.6,4.831323
4.7,4.686366,4.6,4.839263,4.6,4.964185
4.6,4.708445,4.6,4.791494,4.5,4.8408833
4.6,4.6160455,4.5,4.6929064,4.6,4.765327
4.5,4.5390005,4.6,4.6051345,4.5,4.68034
4.6,4.424661,4.5,4.4793115,4.6,4.5074735
4.5,4.5027266,4.6,4.5112853,4.6,4.497
4.6,4.426813,4.6,4.4279447,4.6,4.402917
4.6,4.500492,4.6,4.4936156,4.6,4.4571624
4.6,4.4961767,4.6,4.484699,4.5,4.4417133
4.6,4.483141,4.5,4.467442,4.4,4.4189677
4.5,4.479135,4.4,4.4671464,4.5,4.4260073
4.4,4.374185,4.5,4.4321423,4.5,4.4597974
4.5,4.3976927,4.5,4.505832,4.5,4.5874753
4.5,4.4805093,4.5,4.577106,4.4,4.6246185
4.5,4.5083756,4.4,4.5903,4.4,4.6487317
4.4,4.440039,4.4,4.513114,4.4,4.558319
4.4,4.3145013,4.4,4.3666906,4.4,4.4007673
4.4,4.319913,4.4,4.3103848,4.4,4.3095555
4.4,4.332359,4.4,4.3155155,4.4,4.303083
4.4,4.3144383,4.4,4.2905526,4.3,4.2635617
4.4,4.3308873,4.3,4.316328,4.2,4.2876487
4.3,4.3136024,4.2,4.281439,4.3,4.2444153
4.2,4.260265,4.3,4.201436,4.3,4.1584086
4.3,4.1880765,4.3,4.2313623,4.3,4.302591
4.3,4.23924,4.3,4.3298445,4.3,4.4053817
4.3,4.3240695,4.3,4.431442,4.2,4.4880486
4.3,4.3134727,4.2,4.404431,4.3,4.4705834
4.2,4.3870177,4.3,4.4701166,4.3,4.5616703
4.3,4.275404,4.3,4.3371053,4.3,4.393424
4.3,4.278173,4.3,4.3340015,4.2,4.3775544
4.3,4.2480445,4.2,4.2407084,4.2,4.2455435
4.2,4.2736135,4.2,4.2574844,4.3,4.2505608
4.2,4.185143,4.3,4.1556726,4.3,4.1384773
4.3,4.165205,4.3,4.1241274,4.3,4.1030846
4.3,4.218459,4.3,4.18269,4.2,4.166067
4.3,4.2284327,4.2,4.2161536,4.2,4.223352
4.2,4.194527,4.2,4.222018,4.3,4.2601986
4.2,4.190661,4.3,4.2659225,4.4,4.3198986
4.3,4.145699,4.4,4.1790004,4.5,4.2010927
4.4,4.271597,4.5,4.341428,4.5,4.4032154
4.5,4.28489,4.5,4.342878,3.2,4.39067
4.5,4.4164104,3.2,4.4847517,4.5,4.5246935
3.2,4.43605,4.5,4.468234,4.5,4.4718194
4.5,3.9120274,4.5,3.9458516,4.4,3.9831107
4.5,4.2900014,4.4,4.2700562,4.4,4.251569
4.4,4.421343,4.4,4.4323864,4.4,4.412628
4.4,4.3403196,4.4,4.330911,4.3,4.3048935
4.4,4.2890263,4.3,4.303783,4.3,4.312089
4.3,4.270048,4.3,4.323494,4.4,4.3817625
4.3,4.2910604,4.4,4.3913665,4.5,4.467402
4.4,4.305818,4.5,4.3878284,4.6,4.427152
4.5,4.4102397,4.6,4.5021935,4.6,4.5661154
4.6,4.4152565,4.6,4.4968266,4.6,4.555422
4.6,4.481451,4.6,4.5478964,4.6,4.589633
4.6,4.509779,4.6,4.5365973,4.5,4.535773
4.6,4.527022,4.5,4.5228243,4.5,4.488673
4.5,4.5245576,4.5,4.5149646,4.5,4.4732265
4.5,4.4237905,4.5,4.41644,4.4,4.3790703
4.5,4.3984327,4.4,4.3687243,4.4,4.3171773
4.4,4.361902,4.4,4.32623,4.4,4.28048
4.4,4.2587433,4.4,4.251013,4.5,4.2508636
4.4,4.315127,4.5,4.389807,4.5,4.4397397
4.5,4.3849664,4.5,4.462327,4.5,4.507055
4.5,4.5112357,4.5,4.595093,4.5,4.6429167
4.5,4.4773145,4.5,4.549939,4.6,4.6000566
4.5,4.4401073,4.6,4.502754,4.6,4.535352
4.6,4.442855,4.6,4.452197,4.5,4.4388595
4.6,4.5135775,4.5,4.511519,4.5,4.481099
4.5,4.500897,4.5,4.4929514,4.5,4.4530663
4.5,4.4325666,4.5,4.42595,4.4,4.38827
4.5,4.4037137,4.4,4.387297,4.4,4.3449397
4.4,4.3677883,4.4,4.346139,4.3,4.305125
4.4,4.2770844,4.3,4.269813,4.4,4.260474
4.3,4.2508636,4.4,4.300994,4.4,4.3269567
4.4,4.267434,4.4,4.332608,4.5,4.3676586
4.4,4.3883986,4.5,4.456896,4.4,4.4852195
4.5,4.3959007,4.4,4.4709616,4.5,4.5137234
4.4,4.3880773,4.5,4.4348164,4.5,4.4513397
4.5,4.3290763,4.5,4.315986,4.5,4.306931
4.5,4.4285607,4.5,4.429429,4.5,4.402634
4.5,4.4350967,4.5,4.4312043,4.5,4.3965144
4.5,4.4139814,4.5,4.405632,4.4,4.3679967
4.5,4.389986,4.4,4.3700986,4.3,4.3260794
4.4,4.3933105,4.3,4.3666854,4.3,4.3178997
4.3,4.2999287,4.3,4.2631407,4.3,4.2293916
4.3,4.183643,4.3,4.1916156,4.4,4.2017546
4.3,4.263509,4.4,4.335964,4.4,4.3817906
4.4,4.2799015,4.4,4.3421745,4.5,4.3739514
4.4,4.407299,4.5,4.483119,4.5,4.520355
4.5,4.3981543,4.5,4.4714594,4.5,4.516803
4.5,4.4225607,4.5,4.445237,4.5,4.4431386
4.5,4.4408083,4.5,4.445877,4.5,4.4237676
4.5,4.450803,4.5,4.4509172,4.5,4.4211864
4.5,4.451707,4.5,4.4481263,4.5,4.412697
4.5,4.4521112,4.5,4.4467225,4.3,4.4094424
4.5,4.4076757,4.3,4.3972387,4.3,4.3596563
4.3,4.3909545,4.3,4.386311,4.3,4.3582954
4.3,4.2282176,4.3,4.2107706,4.5,4.1948915
4.3,4.244089,4.5,4.2987075,4.5,4.327914
4.5,4.245322,4.5,4.2993655,4.6,4.3208175
4.5,4.4607964,4.6,4.5086484,4.6,4.526628
4.6,4.4726567,4.6,4.4945693,4.6,4.4890356
4.6,4.4888854,4.6,4.4880347,4.6,4.457336
4.6,4.521113,4.6,4.5081263,4.5,4.4614015
4.6,4.5068045,4.5,4.4918885,4.5,4.442311
4.5,4.4662433,4.5,4.4528027,4.5,4.405056
4.5,4.3910594,4.5,4.360329,4.4,4.307259
4.5,4.4082513,4.4,4.3695188,4.3,4.310246
4.4,4.371336,4.3,4.348754,4.3,4.306875
4.3,4.2772107,4.3,4.276017,4.5,4.2632837
4.3,4.2494593,4.5,4.3165197,4.4,4.3550105
4.5,4.264096,4.4,4.3437185,4.4,4.388779
4.4,4.5045857,4.4,4.5894594,4.4,4.6271667
4.4,4.4428167,4.4,4.5032353,4.4,4.5261636
4.4,4.351479,4.4,4.3568935,4.4,4.3429575
4.4,4.336711,4.4,4.3296185,4.4,4.311927
4.4,4.344018,4.4,4.338214,4.3,4.3137007
4.4,4.3412757,4.3,4.3343244,4.3,4.3074255
4.3,4.330243,4.3,4.321343,4.3,4.293195
4.3,4.274682,4.3,4.2495775,4.3,4.2184157
4.3,4.251599,4.3,4.22167,4.2,4.190933
4.3,4.2268724,4.2,4.1975265,4.2,4.1706467
4.2,4.216489,4.2,4.2009277,4.1,4.1823883
4.2,4.187486,4.1,4.201817,4.3,4.2109146
4.1,4.083841,4.3,4.074811,4.4,4.078932
4.3,4.079924,4.4,4.0625978,4.4,4.0638537
4.4,4.272265,4.4,4.254079,4.4,4.239942
4.4,4.3335996,4.4,4.3239913,4.4,4.294737
4.4,4.321751,4.4,4.3081355,4.3,4.2756095
4.4,4.3174114,4.3,4.2945905,4.3,4.253556
4.3,4.2945275,4.3,4.265834,4.3,4.2225137
4.3,4.2446356,4.3,4.2142487,4.2,4.177223
4.3,4.253824,4.2,4.222048,4.2,4.1836767
4.2,4.1993527,4.2,4.1693454,4.3,4.138599
4.2,4.1497984,4.3,4.1547856,4.4,4.154303
4.3,4.1710577,4.4,4.2327743,4.5,4.261605
4.4,4.2815638,4.5,4.347388,4.6,4.3849115
4.5,4.4295135,4.6,4.4767323,4.6,4.488059
4.6,4.490294,4.6,4.5215564,4.6,4.516228
4.6,4.5568333,4.6,4.5513115,4.6,4.513869
4.6,4.5294003,4.6,4.5203123,4.6,4.478517
4.6,4.5024257,4.6,4.491617,4.6,4.447543
4.6,4.483147,4.6,4.471722,4.5,4.4268985
4.6,4.4733543,4.5,4.4601603,4.5,4.4136586
4.5,4.4735403,4.5,4.456699,4.5,4.407264
4.5,4.372221,4.5,4.349523,4.4,4.3060336
4.5,4.3933992,4.4,4.3832164,4.4,4.347749
4.4,4.3631306,4.4,4.3550167,4.4,4.3259845
4.4,4.3276668,4.4,4.323909,4.4,4.3017335
4.4,4.328302,4.4,4.3265243,4.5,4.305042
4.4,4.364543,4.5,4.3577113,4.4,4.3285484
4.5,4.362544,4.4,4.353365,4.4,4.321619
4.4,4.368844,4.4,4.3560486,4.4,4.320138
4.4,4.350656,4.4,4.327136,4.3,4.2847886
4.4,4.318417,4.3,4.2904677,4.4,4.249207
4.3,4.287029,4.4,4.2584577,4.4,4.21988
4.4,4.308212,4.4,4.2621484,4.4,4.2171335
4.4,4.324364,4.4,4.2966223,4.4,4.2570043
4.4,4.332279,4.4,4.318314,4.4,4.2888784
4.4,4.3387976,4.4,4.346477,4.5,4.3328433
4.4,4.3741093,4.5,4.4133186,4.7,4.426049
4.5,4.4228773,4.7,4.4730577,4.8,4.4881983
4.7,4.4544067,4.8,4.497713,4.8,4.496656
4.8,4.620559,4.8,4.6564546,4.9,4.652384
4.8,4.7476935,4.9,4.7269197,4.8,4.672146
4.9,4.7519965,4.8,4.7282314,4.8,4.6740513
4.8,4.6970606,4.8,4.673752,4.7,4.6176567
4.8,4.616337,4.7,4.58123,4.7,4.515088
4.7,4.598987,4.7,4.5554805,4.6,4.4837837
4.7,4.543333,4.6,4.499674,4.6,4.4300137
4.6,4.5179687,4.6,4.472718,4.5,4.4037538
4.6,4.458905,4.5,4.421306,4.5,4.360447
4.5,4.433164,4.5,4.415598,4.4,4.377109
4.5,4.3628964,4.4,4.363582,4.4,4.349477
4.4,4.3522844,4.4,4.3848524,4.5,4.398088
4.4,4.370678,4.5,4.409137,4.5,4.429202
4.5,4.40653,4.5,4.419464,4.6,4.404293
4.5,4.4759026,4.6,4.4626417,4.6,4.4188585
4.6,4.4746695,4.6,4.4581494,4.6,4.4119306
4.6,4.5043178,4.6,4.464304,4.5,4.398168
4.6,4.5048,4.5,4.4553742,4.5,4.382128
4.5,4.467878,4.5,4.4150543,4.5,4.3441806
4.5,4.387214,4.5,4.3371744,4.4,4.279219
4.5,4.4175415,4.4,4.371891,4.4,4.3112464
4.4,4.375919,4.4,4.3516273,4.5,4.3180995
4.4,4.3283615,4.5,4.3584604,4.6,4.3703523
4.5,4.3662004,4.6,4.438037,4.7,4.4916553
4.6,4.4818935,4.7,4.5815825,4.9,4.647769
4.7,4.579003,4.9,4.6655903,5.0,4.7107472
4.9,4.655656,5.0,4.7106423,4.6,4.741025
5.0,4.823656,4.6,4.807467,4.7,4.7714157
4.6,4.7805443,4.7,4.7540216,4.7,4.702269
4.7,4.5204687,4.7,4.498659,4.7,4.4443083
4.7,4.546589,4.7,4.50662,4.6,4.4384503
4.7,4.5204525,4.6,4.475052,4.5,4.4041314
4.6,4.5167294,4.5,4.4659715,4.5,4.391533
4.5,4.4615564,4.5,4.4088497,4.4,4.33686
4.5,4.3434267,4.4,4.2995024,4.3,4.2595425
4.4,4.3254256,4.3,4.316494,4.3,4.311462
4.3,4.2716146,4.3,4.303279,4.4,4.3327475
4.3,4.262228,4.4,4.3193026,4.5,4.3585105
4.4,4.2722464,4.5,4.3239822,4.6,4.3550243
4.5,4.3896227,4.6,4.4206314,4.6,4.417175
4.6,4.4713316,4.6,4.4620733,4.6,4.419596
4.6,4.5181103,4.6,4.4810476,4.5,4.4140277
4.6,4.4854016,4.5,4.4339623,4.4,4.358562
4.5,4.468239,4.4,4.4052463,4.4,4.3213634
4.4,4.365825,4.4,4.287299,4.3,4.2152686
4.4,4.296799,4.3,4.2234755,4.3,4.1651244
4.3,4.265595,4.3,4.2133965,4.3,4.174381
4.3,4.2428102,4.3,4.2421727,4.4,4.2409267
4.3,4.237504,4.4,4.325896,4.7,4.4007554
4.4,4.31928,4.7,4.452541,4.9,4.568769
4.7,4.46299,4.9,4.5816813,5.0,4.6537585
4.9,4.6678147,5.0,4.738849,5.0,4.7719684
5.0,4.843872,5.0,4.8215337,4.9,4.772882
5.0,4.767914,4.9,4.7247257,4.8,4.652371
4.9,4.7401137,4.8,4.679794,4.7,4.5911813
4.8,4.65653,4.7,4.592156,4.6,4.4952607
4.7,4.567606,4.6,4.496682,4.5,4.3976307
4.6,4.4999466,4.5,4.4224725,4.3,4.3252664
4.5,4.417846,4.3,4.330213,4.3,4.243931
4.3,4.337955,4.3,4.259139,4.2,4.200277
4.3,4.2148085,4.2,4.2114496,4.3,4.222578
4.2,4.1949797,4.3,4.25335,4.4,4.3205085
4.3,4.228879,4.4,4.385995,4.6,4.5229764
4.4,4.372882,4.6,4.5041356,4.7,4.5884647
4.6,4.4499884,4.7,4.5270147,4.7,4.554189
4.7,4.5832233,4.7,4.569556,4.6,4.5105724
4.7,4.5607443,4.6,4.5070195,4.5,4.42081
4.6,4.5277762,4.5,4.450711,4.4,4.3458586
4.5,4.4491453,4.4,4.357673,4.4,4.259892
4.4,4.3537726,4.4,4.2568674,4.3,4.175052
4.4,4.279168,4.3,4.190608,4.2,4.1207695
4.3,4.2499943,4.2,4.187657,4.2,4.141482
4.2,4.195014,4.2,4.1890373,4.4,4.1965046
4.2,4.1632967,4.4,4.3062806,4.7,4.451386
4.4,4.314079,4.7,4.493987,5.0,4.632912
4.7,4.5122643,5.0,4.656864,5.1000004,4.7369256
5.0,4.7191796,5.1000004,4.7943926,5.1000004,4.8220835
5.1000004,4.8891892,5.1000004,4.864004,5.0,4.8167605
5.1000004,4.841956,5.0,4.7803097,4.9,4.693895
5.0,4.7766957,4.9,4.6983633,4.7,4.590203
4.9,4.6864805,4.7,4.6066914,4.6,4.4951763
4.7,4.6194057,4.6,4.5361166,4.5,4.423965
4.6,4.5298686,4.5,4.443419,4.4,4.3279696
4.5,4.4023814,4.4,4.3010044,4.3,4.205585
4.4,4.3322225,4.3,4.2511234,4.2,4.1923647
4.3,4.2388315,4.2,4.273811,4.4,4.3236856
4.2,4.1852794,4.4,4.3260794,4.6,4.470063
4.4,4.314699,4.6,4.508579,4.8,4.6430635
4.6,4.4840956,4.8,4.619153,4.8,4.686079
4.8,4.597653,4.8,4.6469927,4.7,4.6376414
4.8,4.6809826,4.7,4.661986,4.6,4.5939455
4.7,4.6316786,4.6,4.565931,4.5,4.4608164
4.6,4.5377445,4.5,4.4552193,4.4,4.343371
4.5,4.4427147,4.4,4.348532,4.3,4.2503824
4.4,4.361687,4.3,4.2680283,4.3,4.187057
4.3,4.2850633,4.3,4.195967,4.2,4.1269374
4.3,4.1970825,4.2,4.1390786,4.2,4.0980825
4.2,4.1772356,4.2,4.2153225,4.5,4.305296
4.2,4.28224,4.5,4.496078,4.8,4.6675057
4.5,4.384653,4.8,4.590658,5.0,4.728406
4.8,4.629234,5.0,4.7612486,5.0,4.8229146
