真实值_第1小时,预测值_第1小时,真实值_第2小时,预测值_第2小时,真实值_第3小时,预测值_第3小时
3.8,3.8397017,3.8,3.8032763,3.8,3.7845762
3.8,3.8178444,3.8,3.7911544,3.8,3.778762
3.8,3.7999353,3.8,3.78096,3.8,3.7723825
3.8,3.7913666,3.8,3.7749226,3.7,3.7671416
3.8,3.788089,3.7,3.7699552,3.7,3.761026
3.7,3.7935462,3.7,3.7750912,3.8,3.7656267
3.7,3.748742,3.8,3.7233055,3.7,3.7125654
3.8,3.7284515,3.7,3.7064216,3.7,3.7016816
3.7,3.763878,3.7,3.7520218,3.8,3.7502413
3.7,3.7082546,3.8,3.7044957,3.8,3.7143853
3.8,3.7258942,3.8,3.7412121,3.8999999,3.7592463
3.8,3.848129,3.8999999,3.8316545,3.8999999,3.8151736
3.8999999,3.8645575,3.8999999,3.8242261,3.8,3.8014464
3.8999999,3.8533456,3.8,3.8275466,3.8,3.8170586
3.8,3.849813,3.8,3.827221,3.7,3.8182626
3.8,3.8060575,3.7,3.791027,3.7,3.7833967
3.7,3.7936075,3.7,3.779574,3.7,3.7733815
3.7,3.7681117,3.7,3.7546408,3.7,3.7501957
3.7,3.7576616,3.7,3.7431378,3.7,3.7387352
3.7,3.7500067,3.7,3.739269,3.7,3.7386405
3.7,3.6821978,3.7,3.7209098,3.7,3.7837036
3.7,3.679537,3.7,3.728652,3.7,3.910862
3.7,3.6939173,3.7,3.8216963,3.8,3.965827
3.7,3.9174113,3.8,4.0007777,3.8,3.9775226
3.8,3.8307884,3.8,3.8005238,3.8,3.7812488
3.8,3.8171632,3.8,3.7507482,3.8,3.719133
3.8,3.7913942,3.8,3.7274437,3.8,3.6971867
3.8,3.7696047,3.8,3.7271667,3.7,3.7080112
3.8,3.7657497,3.7,3.740536,3.8,3.7274916
3.7,3.7687204,3.8,3.7435253,3.8,3.730165
3.8,3.7411137,3.8,3.7077177,3.8,3.6948266
3.8,3.7777424,3.8,3.7501423,3.8,3.7352695
3.8,3.7878473,3.8,3.7693527,3.8,3.7617133
3.8,3.7243552,3.8,3.749693,3.8,3.8231444
3.8,3.744322,3.8,3.76321,4.0,3.9172094
3.8,3.8873968,4.0,4.005345,4.2,4.052719
4.0,3.9723277,4.2,4.004626,4.0,3.9425318
4.2,4.0777655,4.0,3.9554498,3.8999999,3.8501945
4.0,4.0380816,3.8999999,3.936804,3.8,3.8790293
3.8999999,3.8937955,3.8,3.8640203,3.7,3.8495297
3.8,3.8535907,3.7,3.8272648,3.8,3.8162305
3.7,3.8197346,3.8,3.8001237,3.8,3.7907875
3.8,3.7757967,3.8,3.7589335,3.8,3.751302
3.8,3.8106616,3.8,3.792336,3.8,3.7836263
3.8,3.805013,3.8,3.7898085,3.7,3.7842858
3.8,3.7650497,3.7,3.7768059,3.8,3.8664954
3.7,3.7649393,3.8,3.8162673,3.8,4.0151343
3.8,3.9018006,3.8,4.090604,3.8,4.230714
3.8,4.046617,3.8,4.15293,3.8999999,4.1060033
3.8,3.860242,3.8999999,3.8212984,3.8999999,3.804031
3.8999999,3.8090522,3.8999999,3.7594686,3.8,3.737672
3.8999999,3.8246264,3.8,3.7628796,3.8,3.734089
3.8,3.8167844,3.8,3.779381,3.8,3.7614188
3.8,3.789038,3.8,3.7606478,3.8,3.7462647
3.8,3.7975023,3.8,3.7710783,3.8,3.7581186
3.8,3.7889504,3.8,3.7582579,3.8,3.742634
3.8,3.7898824,3.8,3.7586048,3.8,3.742826
3.8,3.788464,3.8,3.773394,3.7,3.7765462
3.8,3.7293642,3.7,3.7631884,4.1,3.9923058
3.7,3.772861,4.1,3.9596934,3.8999999,4.15381
4.1,4.0698767,3.8999999,4.239038,4.0,4.2990074
3.8999999,4.2615075,4.0,4.25335,4.0,4.12682
4.0,3.9909778,4.0,3.917393,4.0,3.8831801
4.0,3.9276273,4.0,3.8422306,4.0,3.7967281
4.0,3.9117932,4.0,3.8451471,3.8999999,3.806159
4.0,3.8853567,3.8999999,3.852964,3.8999999,3.8386614
3.8999999,3.8904345,3.8999999,3.8640723,3.8,3.8541477
3.8999999,3.8543146,3.8,3.825709,3.8,3.8135324
3.8,3.8487456,3.8,3.820912,3.8,3.8090029
3.8,3.8100922,3.8,3.7865565,3.8,3.776868
3.8,3.750859,3.8,3.755317,3.8,3.889873
3.8,3.7391639,3.8,3.8456624,3.8,4.067705
3.8,4.0859904,3.8,4.2626696,3.8,4.3625574
3.8,3.9141533,3.8,3.935134,3.8999999,3.9022453
3.8,3.8270135,3.8999999,3.8001745,3.8,3.7921457
3.8999999,3.8212826,3.8,3.7853901,3.8,3.7719724
3.8,3.836518,3.8,3.7998402,3.8,3.78382
3.8,3.808293,3.8,3.7759788,3.8,3.76044
3.8,3.7855415,3.8,3.7585921,3.8,3.7446651
3.8,3.793053,3.8,3.7656045,3.8,3.7519329
3.8,3.7888758,3.8,3.7568731,3.8,3.7406566
3.8,3.7891588,3.8,3.7590804,3.7,3.7437856
3.8,3.7526095,3.7,3.7619715,3.8,3.8678253
3.7,3.71674,3.8,3.7902973,3.8,4.0537667
3.8,4.011662,3.8,4.2439227,3.8999999,4.3811836
3.8,4.0430617,3.8999999,4.142257,4.0,4.164741
3.8999999,3.9161723,4.0,3.8821015,4.0,3.87136
4.0,3.8943427,4.0,3.8679445,3.8999999,3.8556066
4.0,3.9184415,3.8999999,3.8606093,3.8999999,3.8328493
3.8999999,3.8747194,3.8999999,3.807424,3.8,3.7722473
3.8999999,3.8266273,3.8,3.7836025,3.8999999,3.7628095
3.8,3.8314223,3.8999999,3.7942812,3.8999999,3.7767138
3.8999999,3.7938142,3.8999999,3.750053,3.8,3.7291954
3.8999999,3.8172545,3.8,3.7783625,3.8,3.759715
3.8,3.8330603,3.8,3.805868,3.8,3.795486
3.8,3.7301643,3.8,3.7408655,3.8,3.9237683
3.8,3.727329,3.8,3.8988645,3.7,4.094857
3.8,4.0769305,3.7,4.242623,3.8999999,4.29604
3.7,3.8406036,3.8999999,3.8108475,3.8999999,3.8008628
3.8999999,3.735832,3.8999999,3.723254,3.8999999,3.725927
3.8999999,3.8300316,3.8999999,3.776634,3.8999999,3.7544243
3.8999999,3.8251088,3.8999999,3.7768247,3.8,3.754406
3.8999999,3.8349545,3.8,3.8028564,3.8,3.788361
3.8,3.8355176,3.8,3.809546,3.8,3.7982144
3.8,3.802124,3.8,3.7767038,3.8,3.7643337
3.8,3.7944264,3.8,3.7633202,3.8,3.747895
3.8,3.7977273,3.8,3.7744992,3.7,3.7645905
3.8,3.7283442,3.7,3.7590077,4.2,4.0011396
3.7,3.7432926,4.2,3.924781,4.5,4.1652255
4.2,4.1591206,4.5,4.351229,4.6,4.4475503
4.5,4.3623114,4.6,4.443436,4.5,4.3901267
4.6,4.5888796,4.5,4.4505157,4.2,4.2705455
4.5,4.3866477,4.2,4.16309,4.0,3.999836
4.2,4.2188864,4.0,4.0471416,4.0,3.9320908
4.0,4.0444565,4.0,3.9704864,3.8999999,3.928582
4.0,3.9181654,3.8999999,3.8866816,3.8999999,3.8772502
3.8999999,3.9346805,3.8999999,3.905268,3.8999999,3.8950465
3.8999999,3.8885324,3.8999999,3.856793,3.8,3.8417408
3.8999999,3.884547,3.8,3.8561487,3.8,3.845081
3.8,3.8618057,3.8,3.860318,3.8,3.9174497
3.8,3.785866,3.8,3.8366086,3.8,4.0328465
3.8,3.8685644,3.8,4.026576,3.8,4.179727
3.8,4.1047688,3.8,4.2234597,3.8,4.189906
3.8,3.8833723,3.8,3.862602,3.7,3.8362958
3.8,3.8175504,3.7,3.786058,3.8,3.7776299
3.7,3.817784,3.8,3.7779064,3.7,3.7615757
3.8,3.7867622,3.7,3.7484672,3.8,3.7308984
3.7,3.8010256,3.8,3.7746115,3.8,3.7619982
3.8,3.7293975,3.8,3.7079496,3.7,3.7029257
3.8,3.7881005,3.7,3.7620127,3.7,3.748923
3.7,3.786141,3.7,3.756511,3.8,3.7411008
3.7,3.7397568,3.8,3.736468,4.2,3.7606292
3.8,3.6766639,4.2,3.7697067,4.6,4.0745835
4.2,3.9994566,4.6,4.229692,4.9,4.375968
4.6,4.447123,4.9,4.566045,4.9,4.552998
4.9,4.6764193,4.9,4.6008415,4.7,4.461402
4.9,4.646204,4.7,4.4631906,4.3,4.2442536
4.7,4.530285,4.3,4.3070426,4.1,4.1036963
4.3,4.3704333,4.1,4.175439,4.0,4.032778
4.1,4.106382,4.0,3.9898505,4.0,3.9282148
4.0,3.9890218,4.0,3.917948,4.0,3.8809958
4.0,3.9226875,4.0,3.8795233,3.8999999,3.858403
4.0,3.925298,3.8999999,3.8926146,3.8999999,3.8818042
3.8999999,3.947249,3.8999999,3.9262888,3.8999999,3.949382
3.8999999,3.8820639,3.8999999,3.888275,4.1,3.9857543
3.8999999,3.9059846,4.1,4.014592,4.4,4.157481
4.1,4.08055,4.4,4.213803,4.6,4.276638
4.4,4.2453017,4.6,4.27436,4.3,4.1582017
4.6,4.4153924,4.3,4.2327676,3.8999999,4.071868
4.3,4.3116503,3.8999999,4.117804,3.8999999,3.9839592
3.8999999,4.114357,3.8999999,4.0215573,3.8999999,3.9691818
3.8999999,3.9194093,3.8999999,3.89052,3.8999999,3.880462
3.8999999,3.8960588,3.8999999,3.8720622,3.8,3.8623126
3.8999999,3.901043,3.8,3.880594,3.8,3.8705525
3.8,3.8871317,3.8,3.8645535,3.8,3.8550136
3.8,3.8347552,3.8,3.8136814,3.8,3.8133366
3.8,3.7853127,3.8,3.7951393,4.2,3.9738984
3.8,3.8384802,4.2,4.084325,4.5,4.3129067
4.2,4.2456064,4.5,4.5014977,4.7,4.6130495
4.5,4.4398975,4.7,4.574069,4.7,4.535156
4.7,4.620615,4.7,4.510186,4.4,4.3447547
4.7,4.554563,4.4,4.3553114,4.2,4.149074
4.4,4.424158,4.2,4.209518,4.0,4.051415
4.2,4.178835,4.0,4.0406923,3.8999999,3.95362
4.0,4.0494018,3.8999999,3.9835927,3.8999999,3.9464314
3.8999999,3.9243186,3.8999999,3.8836088,3.8999999,3.8665771
3.8999999,3.8914304,3.8999999,3.8520234,3.8999999,3.8317368
3.8999999,3.8778992,3.8999999,3.8446329,3.8999999,3.8310115
3.8999999,3.8727577,3.8999999,3.8691535,3.8,3.9158688
3.8999999,3.8566175,3.8,3.8726492,4.0,3.9614513
3.8,3.8950849,4.0,3.9728105,4.2,4.0485644
4.0,3.9569602,4.2,4.0532207,4.2,4.07754
4.2,4.090131,4.2,4.0619197,4.0,3.9825277
4.2,4.1015835,4.0,3.972086,3.8999999,3.8815746
4.0,4.0398517,3.8999999,3.9221392,3.8,3.8496437
3.8999999,3.8976943,3.8,3.8559175,3.8,3.8385203
3.8,3.869344,3.8,3.8405366,3.8,3.8290422
3.8,3.827775,3.8,3.8049212,3.8,3.7947276
3.8,3.820141,3.8,3.8002574,3.7,3.7913835
3.8,3.8236284,3.7,3.8035,3.8,3.794796
3.7,3.8202512,3.8,3.8046784,3.8,3.805963
3.8,3.7335322,3.8,3.777101,4.1,4.0205736
3.8,3.7995975,4.1,4.0028057,4.3,4.201765
4.1,4.186606,4.3,4.397904,4.5,4.4815755
4.3,4.315155,4.5,4.377237,4.4,4.27477
4.5,4.4164696,4.4,4.2741885,4.1,4.112978
4.4,4.2995577,4.1,4.107872,4.0,3.9689617
4.1,4.165901,4.0,4.0201464,3.8999999,3.928991
4.0,3.9570386,3.8999999,3.9131258,3.8999999,3.8897238
3.8999999,3.9183736,3.8999999,3.8911715,3.8999999,3.8830662
3.8999999,3.8824012,3.8999999,3.848621,3.8,3.8334796
3.8999999,3.877604,3.8,3.8457463,3.8,3.831865
3.8,3.8800757,3.8,3.8533642,3.8,3.8441746
3.8,3.8212094,3.8,3.8010986,3.8,3.822885
3.8,3.8279777,3.8,3.8264606,3.8,3.8970215
3.8,3.8248525,3.8,3.8297317,4.1,3.8642485
3.8,3.8984013,4.1,3.886884,3.8999999,3.8657086
4.1,3.878022,3.8999999,3.8482232,3.8,3.818338
3.8999999,3.9528017,3.8,3.901364,3.8,3.868488
3.8,3.8505592,3.8,3.8173022,3.8,3.8038774
3.8,3.8269765,3.8,3.803226,3.8,3.7926347
3.8,3.8064215,3.8,3.7908623,3.8,3.7833133
3.8,3.8028655,3.8,3.7888882,3.8,3.782058
3.8,3.8142607,3.8,3.7986627,3.7,3.7915
3.8,3.7897618,3.7,3.777407,3.7,3.7727945
3.7,3.7840104,3.7,3.7845423,3.7,3.8019476
3.7,3.7203445,3.7,3.7799487,4.1,4.027073
3.7,3.7381146,4.1,3.9293122,4.3,4.1259313
4.1,4.0312047,4.3,4.204374,4.3,4.2669654
4.3,4.2774525,4.3,4.261159,4.1,4.109434
4.3,4.2779613,4.1,4.107383,4.0,3.962675
4.1,4.1217933,4.0,3.983263,3.8999999,3.9025881
4.0,3.9814854,3.8999999,3.9320283,3.8,3.9035969
3.8999999,3.917889,3.8,3.8936696,3.8,3.8856514
3.8,3.8689675,3.8,3.8398955,3.8,3.82783
3.8,3.8206234,3.8,3.790639,3.8,3.7766256
3.8,3.817693,3.8,3.7862241,3.8,3.7714512
3.8,3.8064234,3.8,3.7829742,3.8,3.773486
3.8,3.809198,3.8,3.792905,3.7,3.8057241
3.8,3.8051577,3.7,3.7942474,3.6,3.8022585
3.7,3.8392754,3.6,3.820077,3.7,3.8218808
3.6,3.8004668,3.7,3.7935073,3.7,3.793527
3.7,3.737331,3.7,3.719736,3.7,3.720217
3.7,3.7602267,3.7,3.743573,3.7,3.7360044
3.7,3.7556217,3.7,3.7340028,3.6,3.7240405
3.7,3.7540348,3.6,3.7374063,3.7,3.7293053
3.6,3.7400599,3.7,3.7264304,3.7,3.7220082
3.7,3.6747987,3.7,3.6578934,3.7,3.6589909
3.7,3.7077577,3.7,3.6954942,3.7,3.696759
3.7,3.7086413,3.7,3.7023814,3.7,3.7067597
3.7,3.7294095,3.7,3.7323177,3.7,3.7429929
3.7,3.687032,3.7,3.7330203,3.8999999,3.8826714
3.7,3.6760623,3.8999999,3.7974062,4.1,3.9371097
3.8999999,3.881526,4.1,3.9542422,4.1,3.9331226
4.1,3.9633703,4.1,3.9054205,3.8999999,3.8223517
4.1,4.032766,3.8999999,3.9033422,3.8,3.805614
3.8999999,3.9081438,3.8,3.8634427,3.7,3.8354595
3.8,3.8314953,3.7,3.8017015,3.7,3.7877
3.7,3.8004086,3.7,3.7818885,3.7,3.7724853
3.7,3.7501214,3.7,3.7358413,3.7,3.7304323
3.7,3.7370415,3.7,3.7167747,3.7,3.7105372
3.7,3.7323918,3.7,3.7072928,3.7,3.6998792
3.7,3.728581,3.7,3.7073703,3.7,3.70375
3.7,3.6967156,3.7,3.6837792,3.7,3.6892571
3.7,3.72605,3.7,3.724787,3.6,3.7328842
3.7,3.75129,3.6,3.749709,3.5,3.7541955
3.6,3.7547367,3.5,3.7441769,3.6,3.7409825
3.5,3.6826694,3.6,3.6636722,3.6,3.663388
3.6,3.5923014,3.6,3.577885,3.6,3.5753765
3.6,3.6617842,3.6,3.640693,3.6,3.6393359
3.6,3.6638212,3.6,3.6443088,3.6,3.643844
3.6,3.6518798,3.6,3.6352727,3.6,3.6335084
3.6,3.6374557,3.6,3.6210666,3.6,3.6185482
3.6,3.6340451,3.6,3.6189938,3.5,3.617609
3.6,3.6328692,3.5,3.6209505,3.7,3.6227078
3.5,3.6450624,3.7,3.6452408,3.7,3.6666355
3.7,3.5519342,3.7,3.5878425,3.6,3.6742618
3.7,3.686625,3.6,3.76726,3.7,3.8485608
3.6,3.8643584,3.7,3.881269,3.7,3.8301773
3.7,3.7563734,3.7,3.7354574,3.7,3.7241383
3.7,3.78215,3.7,3.7272325,3.7,3.7012205
3.7,3.7435293,3.7,3.6971989,3.7,3.6790302
3.7,3.6791477,3.7,3.6517885,3.6,3.6474285
3.7,3.6695304,3.6,3.6498442,3.7,3.6511064
3.6,3.6664166,3.7,3.6464045,3.7,3.6475646
3.7,3.6182995,3.7,3.5986807,3.7,3.6022909
3.7,3.6510458,3.7,3.6298528,3.6,3.6307132
3.7,3.657525,3.6,3.6370783,3.7,3.6384828
3.6,3.643496,3.7,3.6234913,3.7,3.626063
3.7,3.6151495,3.7,3.6006615,3.6,3.6109614
3.7,3.6670828,3.6,3.6508284,3.6,3.6564288
3.6,3.70577,3.6,3.6806142,3.6,3.6783416
3.6,3.67246,3.6,3.650682,3.6,3.6517982
3.6,3.6453469,3.6,3.6246438,3.6,3.624616
3.6,3.6438365,3.6,3.6236494,3.6,3.6234152
3.6,3.643869,3.6,3.6248264,3.6,3.6246474
3.6,3.633773,3.6,3.6177278,3.6,3.6161723
3.6,3.625994,3.6,3.6103776,3.6,3.6079483
3.6,3.6368637,3.6,3.621796,3.6,3.6230292
3.6,3.6173484,3.6,3.6044269,3.6,3.6064892
3.6,3.678498,3.6,3.6695302,3.6,3.680469
3.6,3.6725976,3.6,3.6635287,3.6,3.6746335
3.6,3.647228,3.6,3.6699982,3.6,3.7162373
3.6,3.7275672,3.6,3.719007,3.7,3.7179973
3.6,3.7270458,3.7,3.6947637,3.6,3.6853368
3.7,3.6995373,3.6,3.668255,3.6,3.660136
3.6,3.6934068,3.6,3.6646955,3.6,3.6589422
3.6,3.6204696,3.6,3.5999115,3.6,3.601746
3.6,3.5948129,3.6,3.5741272,3.6,3.5751975
3.6,3.6027188,3.6,3.582813,3.5,3.5848398
3.6,3.5997667,3.5,3.5790596,3.7,3.5806706
3.5,3.5986657,3.7,3.5758574,3.6,3.5748615
3.7,3.5836926,3.6,3.5634904,3.7,3.5672963
3.6,3.6156151,3.7,3.594074,3.6,3.5927465
3.7,3.6073222,3.6,3.587524,3.6,3.589107
3.6,3.6725547,3.6,3.6562035,3.6,3.6603
3.6,3.6497056,3.6,3.6300242,3.6,3.6307733
3.6,3.658979,3.6,3.6406803,3.6,3.6430607
3.6,3.649885,3.6,3.6304028,3.7,3.6307917
3.6,3.6498039,3.7,3.6311684,3.6,3.6323152
3.7,3.6282098,3.6,3.610332,3.6,3.6105597
3.6,3.6880057,3.6,3.67243,3.6,3.676194
3.6,3.6630602,3.6,3.6483185,3.6,3.6521502
3.6,3.6275375,3.6,3.6150796,3.6,3.6169157
3.6,3.657139,3.6,3.6433856,3.6,3.6491451
3.6,3.631798,3.6,3.6197991,3.6,3.6267507
3.6,3.6718087,3.6,3.662019,3.6,3.672925
3.6,3.6572313,3.6,3.6679678,3.6,3.7016225
3.6,3.670962,3.6,3.6795747,3.6,3.706994
3.6,3.726862,3.6,3.7015374,3.7,3.6961052
3.6,3.695683,3.7,3.6658943,3.7,3.6588624
3.7,3.6746004,3.7,3.6421163,3.6,3.6341665
3.7,3.6653693,3.6,3.6381817,3.6,3.6343849
3.6,3.65648,3.6,3.636425,3.6,3.637941
3.6,3.5994294,3.6,3.5791695,3.6,3.5821137
3.6,3.598775,3.6,3.578463,3.6,3.5814855
3.6,3.6104693,3.6,3.5902386,3.6,3.5931625
3.6,3.5989914,3.6,3.5775254,3.6,3.5784097
3.6,3.5763152,3.6,3.553349,3.7,3.5524554
3.6,3.6037266,3.7,3.5863214,3.7,3.5918343
3.7,3.6074588,3.7,3.5908818,3.6,3.596176
3.7,3.6830263,3.6,3.6690176,3.7,3.6748118
3.6,3.7304153,3.7,3.7039104,3.6,3.6991317
3.7,3.6812544,3.6,3.658177,3.6,3.6572866
3.6,3.7083929,3.6,3.6811543,3.6,3.6762953
3.6,3.6497467,3.6,3.6310937,3.6,3.6337986
3.6,3.6246135,3.6,3.6069858,3.6,3.6098804
3.6,3.618594,3.6,3.600855,3.6,3.6025543
3.6,3.6210728,3.6,3.6043277,3.4,3.6065876
3.6,3.61388,3.4,3.5963633,3.6,3.598187
3.4,3.630177,3.6,3.6165764,3.6,3.6230724
3.6,3.5414386,3.6,3.52982,3.6,3.535624
3.6,3.6166332,3.6,3.6063373,3.6,3.6182995
3.6,3.6124163,3.6,3.6005437,3.6,3.6110113
3.6,3.633655,3.6,3.6174245,3.5,3.6235778
3.6,3.5951862,3.5,3.5726352,3.6,3.5712512
3.5,3.5579114,3.6,3.5454013,3.6,3.5431187
3.6,3.5096006,3.6,3.506818,3.6,3.5130165
3.6,3.5803344,3.6,3.566198,3.6,3.563115
3.6,3.582933,3.6,3.5686324,3.7,3.565504
3.6,3.5892656,3.7,3.5745723,3.6,3.5714521
3.7,3.6290934,3.6,3.6129231,3.5,3.610353
3.6,3.6751308,3.5,3.6590896,3.5,3.6572053
3.5,3.6551604,3.5,3.6379426,3.5,3.6354887
3.5,3.5679092,3.5,3.5545573,3.5,3.5513468
3.5,3.548335,3.5,3.536462,3.4,3.5335388
3.5,3.5634725,3.4,3.5509303,3.7,3.5478911
3.4,3.5837047,3.7,3.5699434,3.7,3.5669537
3.7,3.531889,3.7,3.5236232,3.8,3.523058
3.7,3.7260087,3.8,3.7077346,3.8,3.7015772
3.8,3.7225142,3.8,3.7039227,3.8,3.6982079
3.8,3.7618322,3.8,3.7480311,3.7,3.7444243
3.8,3.760714,3.7,3.7449977,3.8,3.7404785
3.7,3.7669358,3.8,3.7496865,3.8,3.7437901
3.8,3.725801,3.8,3.712818,3.8,3.711062
3.8,3.781451,3.8,3.7689219,3.8,3.7657058
3.8,3.775788,3.8,3.7651603,3.8,3.764266
3.8,3.7865798,3.8,3.7836843,3.8,3.7872279
3.8,3.7784777,3.8,3.7728136,3.8,3.774635
3.8,3.8103073,3.8,3.8006678,3.8999999,3.799702
3.8,3.8371365,3.8999999,3.8138418,3.8,3.8039162
3.8999999,3.806103,3.8,3.792094,3.8,3.7849715
3.8,3.8321953,3.8,3.8155305,3.8,3.8082862
3.8,3.8067727,3.8,3.794579,3.8,3.7886093
3.8,3.8014402,3.8,3.7889118,3.7,3.783008
3.8,3.8031743,3.7,3.7917995,3.8,3.786698
3.7,3.8038404,3.8,3.7920601,3.8,3.7865798
3.8,3.772553,3.8,3.7594364,3.8,3.7548137
3.8,3.7958097,3.8,3.7868552,3.8,3.7842493
3.8,3.7998278,3.8,3.7934992,3.8,3.792952
3.8,3.817522,3.8,3.8097305,3.8,3.808355
3.8,3.812881,3.8,3.8046923,3.8,3.802701
3.8,3.827117,3.8,3.814827,3.8,3.8094594
3.8,3.8245668,3.8,3.812029,3.8,3.8060467
3.8,3.8182757,3.8,3.8065894,3.8,3.8009102
3.8,3.8222673,3.8,3.810219,3.5,3.8044178
3.8,3.816525,3.5,3.8045907,3.8,3.7987556
3.5,3.806384,3.8,3.7947946,3.8,3.7890656
3.8,3.7164571,3.8,3.7157314,3.8,3.720532
3.8,3.7944481,3.8,3.7853894,3.7,3.7825985
3.8,3.7995758,3.7,3.7912595,3.7,3.7888234
3.7,3.8091228,3.7,3.801568,3.7,3.8001673
3.7,3.7874575,3.7,3.7849963,3.7,3.7882884
3.7,3.7696536,3.7,3.7673368,3.8,3.771196
3.7,3.777944,3.8,3.7704422,3.7,3.7695172
3.8,3.7973042,3.7,3.788023,3.8,3.7847583
3.7,3.8042166,3.8,3.7912488,3.8,3.784561
3.8,3.7914689,3.8,3.7760725,3.8,3.7680805
3.8,3.800622,3.8,3.7864091,3.8999999,3.7789946
3.8,3.7945316,3.8999999,3.780688,3.8999999,3.7740297
3.8999999,3.8061256,3.8999999,3.7942173,3.8,3.7883537
3.8999999,3.8269792,3.8,3.8138506,3.8,3.8080387
3.8,3.837341,3.8,3.823935,3.7,3.818406
3.8,3.8179522,3.7,3.8069334,3.8,3.8027754
3.7,3.835119,3.8,3.8250566,3.8,3.822407
3.8,3.7765973,3.8,3.7757938,3.8,3.7807617
3.8,3.8214078,3.8,3.8141794,3.8,3.8136444
3.8,3.8560028,3.8,3.8395233,3.8,3.8326323
3.8,3.8281252,3.8,3.8158848,3.8,3.8102784
3.8,3.8409808,3.8,3.8275495,3.8,3.8216937
3.8,3.8504376,3.8,3.8353245,3.8,3.8288226
3.8,3.8256822,3.8,3.8131375,3.8,3.8071702
3.8,3.8130178,3.8,3.80137,3.8,3.79576
3.8,3.813561,3.8,3.8017025,3.8,3.7961574
3.8,3.8145413,3.8,3.8027086,3.8,3.7973564
3.8,3.8183053,3.8,3.8069487,3.8,3.802284
3.8,3.8266017,3.8,3.8169827,3.8,3.8142629
3.8,3.8193781,3.8,3.8110566,3.8,3.8093133
3.8,3.8162403,3.8,3.808059,3.8,3.8062363
3.8,3.8402889,3.8,3.8261209,3.8,3.819697
3.8,3.8703837,3.8,3.85105,3.8,3.8432066
3.8,3.8304827,3.8,3.8178551,3.8,3.8118906
3.8,3.825666,3.8,3.8132665,3.8,3.8072546
3.8,3.8144336,3.8,3.802714,3.8,3.7968707
3.8,3.812119,3.8,3.800474,3.8,3.7947977
3.8,3.813285,3.8,3.8015554,3.8,3.7960012
3.8,3.8267877,3.8,3.8143945,3.8,3.808906
3.8,3.8218095,3.8,3.8105295,3.8,3.8060162
3.8,3.8344195,3.8,3.8240635,3.8,3.8209913
3.8,3.8328137,3.8,3.824148,3.8,3.8227146
3.8,3.8281298,3.8,3.821503,3.7,3.8219092
3.8,3.8317833,3.7,3.8225815,3.8,3.820637
3.7,3.8676777,3.8,3.850726,3.8999999,3.8446198
3.8,3.8081207,3.8999999,3.7982428,3.8,3.7933378
3.8999999,3.853458,3.8,3.8385239,3.8999999,3.8324418
3.8,3.8828592,3.8999999,3.8672063,3.8,3.8596034
3.8999999,3.8278449,3.8,3.8153272,3.8,3.8095977
3.8,3.86473,3.8,3.8479083,3.8,3.8414845
3.8,3.8142598,3.8,3.8023643,3.8,3.7970512
3.8,3.8170285,3.8,3.8052976,3.8,3.8003285
3.8,3.8151157,3.8,3.8054645,3.8,3.8024995
3.8,3.8464668,3.8,3.831092,3.8,3.8270252
3.8,3.812799,3.8,3.8074648,3.8,3.8082523
3.8,3.818851,3.8,3.8107483,3.8999999,3.8091574
3.8,3.859984,3.8999999,3.8397026,3.8,3.8320794
3.8999999,3.8263674,3.8,3.8145187,3.7,3.8090892
3.8,3.886532,3.7,3.8679643,3.8999999,3.860315
3.7,3.8340442,3.8999999,3.8213134,3.8,3.8155067
3.8999999,3.8035026,3.8,3.7936199,3.8,3.7894244
3.8,3.829699,3.8,3.8171675,3.8999999,3.8117926
3.8,3.8081138,3.8999999,3.7966774,3.8,3.7914824
3.8999999,3.8194354,3.8,3.807646,3.8,3.802692
3.8,3.8854618,3.8,3.8686368,3.8999999,3.8631976
3.8,3.8556848,3.8999999,3.8523748,3.8999999,3.8929515
3.8999999,3.8213737,3.8999999,3.844355,3.8999999,3.9416213
3.8999999,3.9025848,3.8999999,3.923532,3.8999999,3.9454389
3.8999999,3.9456093,3.8999999,3.922378,3.8999999,3.9007158
3.8999999,3.8928132,3.8999999,3.87329,3.8999999,3.8667
3.8999999,3.9052625,3.8999999,3.8847458,3.8999999,3.8793106
3.8999999,3.915245,3.8999999,3.8920534,3.8999999,3.8886082
3.8999999,3.9104886,3.8999999,3.887804,3.8999999,3.8839815
3.8999999,3.8935735,3.8999999,3.875309,3.8999999,3.8680544
3.8999999,3.8996432,3.8999999,3.8799403,3.8999999,3.8739433
3.8999999,3.9003224,3.8999999,3.8797543,3.8999999,3.8737485
3.8999999,3.89858,3.8999999,3.8788595,3.8999999,3.8729725
3.8999999,3.8955548,3.8999999,3.8772295,3.8999999,3.8715007
3.8999999,3.9004579,3.8999999,3.884546,3.8999999,3.8791912
3.8999999,3.8857596,3.8999999,3.8652563,3.8999999,3.8584373
3.8999999,3.8944864,3.8999999,3.8733382,3.8999999,3.8653977
3.8999999,3.9299428,3.8999999,3.9087453,3.8999999,3.9045193
3.8999999,3.9109018,3.8999999,3.890105,3.8999999,3.8842764
3.8999999,3.9250185,3.8999999,3.9021573,3.8999999,3.898386
3.8999999,3.9144757,3.8999999,3.891223,3.8999999,3.8888
